DONG,HOUR,DAY,AMT,CNT
화서1동,3,2,395129.5878378378,80.14189189189189
화서1동,3,3,373422.00675675675,83.27027027027027
화서1동,3,4,386558.3918918919,84.19594594594595
화서1동,3,5,401300.89864864864,86.83108108108108
화서1동,3,6,569753.224489796,116.5374149659864
화서1동,3,7,476846.5945945946,96.11486486486487
화서1동,4,1,643503.7297297297,117.45270270270271
화서1동,4,2,677475.3108108108,118.91216216216216
화서1동,4,3,654413.1283783783,115.47297297297297
화서1동,4,4,641955.6148648649,113.52702702702703
화서1동,4,5,691663.3581081082,120.74324324324324
화서1동,4,6,889269.3605442176,156.3469387755102
화서1동,4,7,828598.5067567568,139.55405405405406
화서1동,5,1,786016.0810810811,133.94594594594594
화서1동,5,2,748847.8986486486,125.86486486486487
화서1동,5,3,747547.8581081082,128.3918918918919
화서1동,5,4,740918.1148648649,126.8108108108108
화서1동,5,5,779108.7905405406,133.52702702702703
화서1동,5,6,1195848.4013605441,185.45578231292518
화서1동,5,7,1229304.722972973,183.96621621621622
화서1동,6,1,619537.3175675676,106.95270270270271
화서1동,6,2,589820.1418918918,101.43243243243244
화서1동,6,3,607915.1689189189,106.00675675675676
화서1동,6,4,586882.2635135135,102.95945945945945
화서1동,6,5,679095.2364864865,109.98648648648648
화서1동,6,6,993029.1836734693,148.9591836734694
화서1동,6,7,990344.3851351351,146.81756756756758
화서1동,7,1,523771.10135135136,81.16216216216216
화서1동,7,2,507021.66891891893,82.93243243243244
화서1동,7,3,496468.4864864865,79.0608108108108
화서1동,7,4,502944.2972972973,81.55405405405405
화서1동,7,5,566971.2027027027,88.72297297297297
화서1동,7,6,724597.8231292517,104.46938775510205
화서1동,7,7,691903.5878378379,99.74324324324324
화서1동,8,1,582688.0608108108,84.46621621621621
화서1동,8,2,557984.5202702703,82.33783783783784
화서1동,8,3,594292.0472972973,85.79054054054055
화서1동,8,4,569381.3918918918,86.53378378378379
화서1동,8,5,666569.3243243244,96.54729729729729
화서1동,8,6,813208.0884353742,108.26530612244898
화서1동,8,7,679242.5810810811,93.26351351351352
화서1동,9,1,257030.29054054053,37.7027027027027
화서1동,9,2,257923.6554054054,37.648648648648646
화서1동,9,3,286514.8918918919,40.229729729729726
화서1동,9,4,294167.8378378378,40.317567567567565
화서1동,9,5,408548.8716216216,53.3445945945946
화서1동,9,6,403856.09523809527,53.965986394557824
화서1동,9,7,283516.20945945947,39.78378378378378
화서1동,10,1,25821.507936507936,5.468253968253968
화서1동,10,2,37453.792592592596,5.437037037037037
화서1동,10,3,27558.73722627737,5.218978102189781
화서1동,10,4,27189.63309352518,5.568345323741007
화서1동,10,5,41778.985714285714,7.3
화서1동,10,6,50962.49645390071,7.460992907801418
화서1동,10,7,28479.852941176472,5.779411764705882
화서2동,1,1,40099.381944444445,8.597222222222221
화서2동,1,2,41105.620689655174,8.586206896551724
화서2동,1,3,38227.724137931036,9.820689655172414
화서2동,1,4,39742.51369863014,9.26027397260274
화서2동,1,5,37769.57931034483,9.793103448275861
화서2동,1,6,60936.87755102041,14.17687074829932
화서2동,1,7,57688.73648648649,12.91891891891892
화서2동,2,1,200616.32432432432,48.36486486486486
화서2동,2,2,189403.25675675675,47.96621621621622
화서2동,2,3,201039.7027027027,49.41216216216216
화서2동,2,4,197078.80405405405,49.32432432432432
화서2동,2,5,205621.37162162163,52.182432432432435
화서2동,2,6,211804.1224489796,48.53061224489796
화서2동,2,7,153225.14864864864,36.28378378378378
화서2동,3,1,571837.0878378379,119.44594594594595
화서2동,3,2,573511.0608108108,119.3108108108108
화서2동,3,3,613466.3581081082,127.33783783783784
화서2동,3,4,595261.4189189189,122.80405405405405
화서2동,3,5,648199.2567567568,132.71621621621622
화서2동,3,6,870337.5238095238,165.20408163265307
화서2동,3,7,760263.6621621621,137.90540540540542
화서2동,4,1,1051544.8445945946,157.75
화서2동,4,2,1097191.7364864864,162.61486486486487
화서2동,4,3,1175368.6283783785,167.6283783783784
화서2동,4,4,1113812.3648648649,164.7027027027027
화서2동,4,5,1210458.2702702703,174.58783783783784
화서2동,4,6,1509526.1836734693,217.0748299319728
화서2동,4,7,1585487.4864864864,215.98648648648648
화서2동,5,1,1269132.3716216215,179.8108108108108
화서2동,5,2,1316380.6013513512,184.5
화서2동,5,3,1442974.945945946,189.75
화서2동,5,4,1303585.2635135136,182.75675675675674
화서2동,5,5,1425278.7567567567,198.6283783783784
화서2동,5,6,2449669.006802721,280.74149659863946
화서2동,5,7,2666197.331081081,291.5472972972973
화서2동,6,1,953791.1689189189,147.97297297297297
화서2동,6,2,971253.1418918918,146.5
화서2동,6,3,1000716.8243243244,152.50675675675674
화서2동,6,4,939337.9459459459,145.30405405405406
화서2동,6,5,1125057.0337837837,160.64864864864865
화서2동,6,6,1997631.4761904762,234.48979591836735
화서2동,6,7,1998294.0337837837,235.91216216216216
화서2동,7,1,737348.1486486486,103.00675675675676
화서2동,7,2,717643.5878378379,103.3445945945946
화서2동,7,3,780844.6418918918,106.67567567567568
화서2동,7,4,735609.7635135135,107.04054054054055
화서2동,7,5,836438.2297297297,113.35135135135135
화서2동,7,6,1426568.2517006802,136.73469387755102
화서2동,7,7,1228893.4256756757,134.52702702702703
화서2동,8,1,920504.6959459459,101.75675675675676
화서2동,8,2,994158.8513513514,101.52027027027027
화서2동,8,3,997080.9864864865,101.33108108108108
화서2동,8,4,982357.7432432432,103.70945945945945
화서2동,8,5,1212099.8918918918,116.12837837837837
화서2동,8,6,1674665.537414966,128.93197278911563
화서2동,8,7,1228541.5878378379,109.6554054054054
화서2동,9,1,382386.5337837838,45.027027027027025
화서2동,9,2,417913.5202702703,46.398648648648646
화서2동,9,3,446654.0135135135,47.263513513513516
화서2동,9,4,452908.7027027027,48.24324324324324
화서2동,9,5,634929.2837837838,60.891891891891895
화서2동,9,6,657185.4693877551,59.70748299319728
화서2동,9,7,402079.1283783784,41.41891891891892
화서2동,10,1,41505.769230769234,6.125874125874126
화서2동,10,2,47555.335820895525,6.7388059701492535
화서2동,10,3,41133.96428571428,6.892857142857143
화서2동,10,4,45699.34532374101,6.640287769784172
화서2동,10,5,71677.92361111111,8.76388888888889
화서2동,10,6,69155.28472222222,8.715277777777779
화서2동,10,7,47535.044117647056,5.536764705882353
